date,crop,region,pricePerKg,quantitySoldKg
2026-03-04,onion,"Dehradun, Uttarakhand",21.58,1378
2026-03-11,onion,"Dehradun, Uttarakhand",18.72,1087
2026-03-18,onion,"Dehradun, Uttarakhand",20.41,901
2026-03-25,onion,"Dehradun, Uttarakhand",20.38,652
2026-04-01,onion,"Dehradun, Uttarakhand",15.42,786
2026-04-08,onion,"Dehradun, Uttarakhand",17.23,1002
2026-04-15,onion,"Dehradun, Uttarakhand",15.67,178
2026-04-22,onion,"Dehradun, Uttarakhand",14.66,514
2026-04-29,onion,"Dehradun, Uttarakhand",18.02,794
2026-05-06,onion,"Dehradun, Uttarakhand",15.49,995
2026-05-13,onion,"Dehradun, Uttarakhand",14.2,509
2026-05-20,onion,"Dehradun, Uttarakhand",14.34,1111
2026-05-27,onion,"Dehradun, Uttarakhand",16.43,271
2026-06-03,onion,"Dehradun, Uttarakhand",16.11,558
2026-06-10,onion,"Dehradun, Uttarakhand",15.94,1011
2026-06-17,onion,"Dehradun, Uttarakhand",12.62,350
2026-06-24,onion,"Dehradun, Uttarakhand",13.01,182
2026-07-01,onion,"Dehradun, Uttarakhand",15.91,873
2026-07-08,onion,"Dehradun, Uttarakhand",13.38,910
2026-07-15,onion,"Dehradun, Uttarakhand",15.03,395
2026-07-22,onion,"Dehradun, Uttarakhand",14.19,1036
2026-07-29,onion,"Dehradun, Uttarakhand",13.45,669
2025-01-01,tomato,"Sonipat, Haryana",11.69,987
2025-01-08,tomato,"Sonipat, Haryana",13.96,481
2025-01-15,tomato,"Sonipat, Haryana",13.29,841
2025-01-22,tomato,"Sonipat, Haryana",11.88,464
2025-01-29,tomato,"Sonipat, Haryana",10.98,829
2025-02-05,tomato,"Sonipat, Haryana",12.72,516
2025-02-12,tomato,"Sonipat, Haryana",11.82,1253
2025-02-19,tomato,"Sonipat, Haryana",16.53,1211
2025-02-26,tomato,"Sonipat, Haryana",15.09,660
2025-03-05,tomato,"Sonipat, Haryana",16.4,1463
2025-03-12,tomato,"Sonipat, Haryana",19.35,1072
2025-03-19,tomato,"Sonipat, Haryana",18.35,614
2025-03-26,tomato,"Sonipat, Haryana",15.93,393
2025-04-02,tomato,"Sonipat, Haryana",17.64,1328
2025-04-09,tomato,"Sonipat, Haryana",18.38,1467
2025-04-16,tomato,"Sonipat, Haryana",17.11,1259
2025-04-23,tomato,"Sonipat, Haryana",20.89,1562
2025-04-30,tomato,"Sonipat, Haryana",19.09,1640
2025-05-07,tomato,"Sonipat, Haryana",20.63,455
2025-05-14,tomato,"Sonipat, Haryana",18.11,564
2025-05-21,tomato,"Sonipat, Haryana",21.39,1701
2025-05-28,tomato,"Sonipat, Haryana",23.03,389
2025-06-04,tomato,"Sonipat, Haryana",22.67,559
2025-06-11,tomato,"Sonipat, Haryana",18.89,1344
2025-06-18,tomato,"Sonipat, Haryana",21.69,1669
2025-06-25,tomato,"Sonipat, Haryana",18.26,1487
2025-07-02,tomato,"Sonipat, Haryana",22.14,1127
2025-07-09,tomato,"Sonipat, Haryana",20.17,1618
2025-07-16,tomato,"Sonipat, Haryana",19.0,1756
2025-07-23,tomato,"Sonipat, Haryana",16.42,1725
2025-07-30,tomato,"Sonipat, Haryana",24.16,428
2025-08-06,tomato,"Sonipat, Haryana",22.65,925
2025-08-13,tomato,"Sonipat, Haryana",16.95,1108
2025-08-20,tomato,"Sonipat, Haryana",16.68,1563
2025-08-27,tomato,"Sonipat, Haryana",19.33,1359
2025-09-03,tomato,"Sonipat, Haryana",16.04,893
2025-09-10,tomato,"Sonipat, Haryana",15.91,540
2025-09-17,tomato,"Sonipat, Haryana",16.96,846
2025-09-24,tomato,"Sonipat, Haryana",14.18,1475
2025-10-01,tomato,"Sonipat, Haryana",14.61,1130
2025-10-08,tomato,"Sonipat, Haryana",17.26,596
2025-10-15,tomato,"Sonipat, Haryana",14.31,814
2025-10-22,tomato,"Sonipat, Haryana",13.18,340
2025-10-29,tomato,"Sonipat, Haryana",13.43,1238
2025-11-05,tomato,"Sonipat, Haryana",13.73,582
2025-11-12,tomato,"Sonipat, Haryana",11.47,492
2025-11-19,tomato,"Sonipat, Haryana",12.69,1005
2025-11-26,tomato,"Sonipat, Haryana",13.34,823
2025-12-03,tomato,"Sonipat, Haryana",13.73,400
2025-12-10,tomato,"Sonipat, Haryana",14.44,1092
2025-12-17,tomato,"Sonipat, Haryana",13.54,628
2025-12-24,tomato,"Sonipat, Haryana",11.12,925
2025-12-31,tomato,"Sonipat, Haryana",11.14,852
2026-01-07,tomato,"Sonipat, Haryana",13.36,1090
2026-01-14,tomato,"Sonipat, Haryana",13.66,810
2026-01-21,tomato,"Sonipat, Haryana",11.07,191
2026-01-28,tomato,"Sonipat, Haryana",15.32,1119
2026-02-04,tomato,"Sonipat, Haryana",16.05,1044
2026-02-11,tomato,"Sonipat, Haryana",14.53,1133
2026-02-18,tomato,"Sonipat, Haryana",13.45,979
2026-02-25,tomato,"Sonipat, Haryana",12.12,750
2026-03-04,tomato,"Sonipat, Haryana",16.38,1003
2026-03-11,tomato,"Sonipat, Haryana",18.42,1001
2026-03-18,tomato,"Sonipat, Haryana",17.17,834
2026-03-25,tomato,"Sonipat, Haryana",13.89,917
2026-04-01,tomato,"Sonipat, Haryana",15.68,999
2026-04-08,tomato,"Sonipat, Haryana",17.74,1654
2026-04-15,tomato,"Sonipat, Haryana",15.75,1414
2026-04-22,tomato,"Sonipat, Haryana",20.9,1404
2026-04-29,tomato,"Sonipat, Haryana",22.76,381
2026-05-06,tomato,"Sonipat, Haryana",17.75,478
2026-05-13,tomato,"Sonipat, Haryana",18.57,1075
2026-05-20,tomato,"Sonipat, Haryana",23.87,666
2026-05-27,tomato,"Sonipat, Haryana",20.35,833
2026-06-03,tomato,"Sonipat, Haryana",21.0,1168
2026-06-10,tomato,"Sonipat, Haryana",26.13,617
2026-06-17,tomato,"Sonipat, Haryana",23.47,1627
2026-06-24,tomato,"Sonipat, Haryana",23.23,1644
2026-07-01,tomato,"Sonipat, Haryana",23.53,391
2026-07-08,tomato,"Sonipat, Haryana",20.31,1117
2026-07-15,tomato,"Sonipat, Haryana",17.56,258
2026-07-22,tomato,"Sonipat, Haryana",18.57,1033
2026-07-29,tomato,"Sonipat, Haryana",20.83,1483
2025-01-01,tomato,"Nashik, Maharashtra",13.1,1030
2025-01-08,tomato,"Nashik, Maharashtra",10.71,694
2025-01-15,tomato,"Nashik, Maharashtra",10.45,372
2025-01-22,tomato,"Nashik, Maharashtra",14.69,1060
2025-01-29,tomato,"Nashik, Maharashtra",12.69,204
2025-02-05,tomato,"Nashik, Maharashtra",11.88,1227
2025-02-12,tomato,"Nashik, Maharashtra",16.63,815
2025-02-19,tomato,"Nashik, Maharashtra",11.67,1231
2025-02-26,tomato,"Nashik, Maharashtra",13.3,1268
2025-03-05,tomato,"Nashik, Maharashtra",17.0,1177
2025-03-12,tomato,"Nashik, Maharashtra",17.85,717
2025-03-19,tomato,"Nashik, Maharashtra",13.68,411
2025-03-26,tomato,"Nashik, Maharashtra",14.77,1285
2025-04-02,tomato,"Nashik, Maharashtra",17.73,1536
2025-04-09,tomato,"Nashik, Maharashtra",17.32,1330
2025-04-16,tomato,"Nashik, Maharashtra",15.92,1670
2025-04-23,tomato,"Nashik, Maharashtra",20.28,957
2025-04-30,tomato,"Nashik, Maharashtra",22.16,303
2025-05-07,tomato,"Nashik, Maharashtra",19.66,1569
2025-05-14,tomato,"Nashik, Maharashtra",18.9,1459
2025-05-21,tomato,"Nashik, Maharashtra",23.88,870
2025-05-28,tomato,"Nashik, Maharashtra",22.43,290
2025-06-04,tomato,"Nashik, Maharashtra",18.91,1862
2025-06-11,tomato,"Nashik, Maharashtra",20.74,828
2025-06-18,tomato,"Nashik, Maharashtra",24.51,951
2025-06-25,tomato,"Nashik, Maharashtra",22.36,1323
2025-07-02,tomato,"Nashik, Maharashtra",16.95,1221
2025-07-09,tomato,"Nashik, Maharashtra",22.76,1371
2025-07-16,tomato,"Nashik, Maharashtra",16.95,487
2025-07-23,tomato,"Nashik, Maharashtra",22.1,1245
2025-07-30,tomato,"Nashik, Maharashtra",22.35,744
2025-08-06,tomato,"Nashik, Maharashtra",15.91,232
2025-08-13,tomato,"Nashik, Maharashtra",17.45,751
2025-08-20,tomato,"Nashik, Maharashtra",17.17,418
2025-08-27,tomato,"Nashik, Maharashtra",16.56,881
2025-09-03,tomato,"Nashik, Maharashtra",17.21,730
2025-09-10,tomato,"Nashik, Maharashtra",13.66,660
2025-09-17,tomato,"Nashik, Maharashtra",14.13,977
2025-09-24,tomato,"Nashik, Maharashtra",15.7,700
2025-10-01,tomato,"Nashik, Maharashtra",13.56,616
2025-10-08,tomato,"Nashik, Maharashtra",12.35,1200
2025-10-15,tomato,"Nashik, Maharashtra",17.22,1287
2025-10-22,tomato,"Nashik, Maharashtra",15.26,367
2025-10-29,tomato,"Nashik, Maharashtra",14.14,332
2025-11-05,tomato,"Nashik, Maharashtra",12.25,658
2025-11-12,tomato,"Nashik, Maharashtra",10.99,599
2025-11-19,tomato,"Nashik, Maharashtra",12.91,649
2025-11-26,tomato,"Nashik, Maharashtra",11.09,413
2025-12-03,tomato,"Nashik, Maharashtra",11.49,759
2025-12-10,tomato,"Nashik, Maharashtra",13.28,340
2025-12-17,tomato,"Nashik, Maharashtra",10.8,447
2025-12-24,tomato,"Nashik, Maharashtra",15.12,473
2025-12-31,tomato,"Nashik, Maharashtra",13.45,933
2026-01-07,tomato,"Nashik, Maharashtra",12.5,497
2026-01-14,tomato,"Nashik, Maharashtra",15.13,1032
2026-01-21,tomato,"Nashik, Maharashtra",15.99,295
2026-01-28,tomato,"Nashik, Maharashtra",12.49,1121
2026-02-04,tomato,"Nashik, Maharashtra",13.24,532
2026-02-11,tomato,"Nashik, Maharashtra",17.85,1276
2026-02-18,tomato,"Nashik, Maharashtra",13.81,965
2026-02-25,tomato,"Nashik, Maharashtra",15.03,830
2026-03-04,tomato,"Nashik, Maharashtra",15.48,688
2026-03-11,tomato,"Nashik, Maharashtra",19.46,710
2026-03-18,tomato,"Nashik, Maharashtra",14.62,933
2026-03-25,tomato,"Nashik, Maharashtra",17.94,909
2026-04-01,tomato,"Nashik, Maharashtra",20.9,1029
2026-04-08,tomato,"Nashik, Maharashtra",23.03,900
2026-04-15,tomato,"Nashik, Maharashtra",21.14,866
2026-04-22,tomato,"Nashik, Maharashtra",17.91,1238
2026-04-29,tomato,"Nashik, Maharashtra",22.05,1388
2026-05-06,tomato,"Nashik, Maharashtra",20.39,1032
2026-05-13,tomato,"Nashik, Maharashtra",22.31,626
2026-05-20,tomato,"Nashik, Maharashtra",22.55,1374
2026-05-27,tomato,"Nashik, Maharashtra",23.67,360
2026-06-03,tomato,"Nashik, Maharashtra",26.11,1028
2026-06-10,tomato,"Nashik, Maharashtra",20.98,1073
2026-06-17,tomato,"Nashik, Maharashtra",25.54,1374
2026-06-24,tomato,"Nashik, Maharashtra",22.27,1534
2026-07-01,tomato,"Nashik, Maharashtra",20.12,1659
2026-07-08,tomato,"Nashik, Maharashtra",21.65,1252
2026-07-15,tomato,"Nashik, Maharashtra",17.81,1459
2026-07-22,tomato,"Nashik, Maharashtra",22.72,804
2026-07-29,tomato,"Nashik, Maharashtra",22.65,313
2025-01-01,tomato,"Indore, MP",14.61,846
2025-01-08,tomato,"Indore, MP",11.77,923
2025-01-15,tomato,"Indore, MP",14.56,595
2025-01-22,tomato,"Indore, MP",9.88,420
2025-01-29,tomato,"Indore, MP",12.35,685
2025-02-05,tomato,"Indore, MP",14.19,829
2025-02-12,tomato,"Indore, MP",13.46,619
2025-02-19,tomato,"Indore, MP",15.27,844
2025-02-26,tomato,"Indore, MP",13.79,567
2025-03-05,tomato,"Indore, MP",12.77,335
2025-03-12,tomato,"Indore, MP",15.25,1450
2025-03-19,tomato,"Indore, MP",13.37,1422
2025-03-26,tomato,"Indore, MP",13.55,605
2025-04-02,tomato,"Indore, MP",17.49,527
2025-04-09,tomato,"Indore, MP",17.7,921
2025-04-16,tomato,"Indore, MP",17.4,1244
2025-04-23,tomato,"Indore, MP",16.56,664
2025-04-30,tomato,"Indore, MP",20.09,393
2025-05-07,tomato,"Indore, MP",22.05,1268
2025-05-14,tomato,"Indore, MP",20.74,503
2025-05-21,tomato,"Indore, MP",23.13,629
2025-05-28,tomato,"Indore, MP",16.88,496
2025-06-04,tomato,"Indore, MP",20.43,1807
2025-06-11,tomato,"Indore, MP",17.83,908
2025-06-18,tomato,"Indore, MP",17.47,1290
2025-06-25,tomato,"Indore, MP",19.47,297
2025-07-02,tomato,"Indore, MP",20.38,555
2025-07-09,tomato,"Indore, MP",20.23,858
2025-07-16,tomato,"Indore, MP",21.13,568
2025-07-23,tomato,"Indore, MP",21.52,1522
2025-07-30,tomato,"Indore, MP",16.14,404
2025-08-06,tomato,"Indore, MP",20.81,498
2025-08-13,tomato,"Indore, MP",16.87,894
2025-08-20,tomato,"Indore, MP",16.42,1486
2025-08-27,tomato,"Indore, MP",18.37,1159
2025-09-03,tomato,"Indore, MP",16.79,994
2025-09-10,tomato,"Indore, MP",16.74,652
2025-09-17,tomato,"Indore, MP",18.43,1002
2025-09-24,tomato,"Indore, MP",18.24,1117
2025-10-01,tomato,"Indore, MP",13.04,873
2025-10-08,tomato,"Indore, MP",11.85,327
2025-10-15,tomato,"Indore, MP",12.05,522
2025-10-22,tomato,"Indore, MP",12.43,963
2025-10-29,tomato,"Indore, MP",14.31,650
2025-11-05,tomato,"Indore, MP",10.92,547
2025-11-12,tomato,"Indore, MP",11.17,803
2025-11-19,tomato,"Indore, MP",13.78,813
2025-11-26,tomato,"Indore, MP",15.37,721
2025-12-03,tomato,"Indore, MP",12.22,286
2025-12-10,tomato,"Indore, MP",11.37,589
2025-12-17,tomato,"Indore, MP",10.1,500
2025-12-24,tomato,"Indore, MP",9.89,283
2025-12-31,tomato,"Indore, MP",13.87,1089
2026-01-07,tomato,"Indore, MP",12.9,660
2026-01-14,tomato,"Indore, MP",13.84,580
2026-01-21,tomato,"Indore, MP",14.65,654
2026-01-28,tomato,"Indore, MP",10.76,188
2026-02-04,tomato,"Indore, MP",15.94,507
2026-02-11,tomato,"Indore, MP",13.15,786
2026-02-18,tomato,"Indore, MP",12.54,695
2026-02-25,tomato,"Indore, MP",15.88,1046
2026-03-04,tomato,"Indore, MP",16.88,347
2026-03-11,tomato,"Indore, MP",14.01,1207
2026-03-18,tomato,"Indore, MP",18.73,676
2026-03-25,tomato,"Indore, MP",18.74,254
2026-04-01,tomato,"Indore, MP",20.33,1024
2026-04-08,tomato,"Indore, MP",22.38,374
2026-04-15,tomato,"Indore, MP",21.2,1323
2026-04-22,tomato,"Indore, MP",17.23,1686
2026-04-29,tomato,"Indore, MP",18.38,734
2026-05-06,tomato,"Indore, MP",22.88,937
2026-05-13,tomato,"Indore, MP",24.34,1469
2026-05-20,tomato,"Indore, MP",18.2,1525
2026-05-27,tomato,"Indore, MP",21.08,797
2026-06-03,tomato,"Indore, MP",22.71,1278
2026-06-10,tomato,"Indore, MP",18.16,476
2026-06-17,tomato,"Indore, MP",18.52,586
2026-06-24,tomato,"Indore, MP",17.3,820
2026-07-01,tomato,"Indore, MP",18.66,1095
2026-07-08,tomato,"Indore, MP",19.03,1356
2026-07-15,tomato,"Indore, MP",18.76,666
2026-07-22,tomato,"Indore, MP",23.45,1801
2026-07-29,tomato,"Indore, MP",22.0,393
2025-01-01,tomato,"Dehradun, Uttarakhand",14.82,956
2025-01-08,tomato,"Dehradun, Uttarakhand",14.61,1167
2025-01-15,tomato,"Dehradun, Uttarakhand",14.37,285
2025-01-22,tomato,"Dehradun, Uttarakhand",14.38,411
2025-01-29,tomato,"Dehradun, Uttarakhand",13.61,1000
2025-02-05,tomato,"Dehradun, Uttarakhand",15.5,944
2025-02-12,tomato,"Dehradun, Uttarakhand",13.99,831
2025-02-19,tomato,"Dehradun, Uttarakhand",12.76,646
2025-02-26,tomato,"Dehradun, Uttarakhand",13.8,895
2025-03-05,tomato,"Dehradun, Uttarakhand",18.55,321
2025-03-12,tomato,"Dehradun, Uttarakhand",16.22,561
2025-03-19,tomato,"Dehradun, Uttarakhand",18.95,679
2025-03-26,tomato,"Dehradun, Uttarakhand",19.05,625
2025-04-02,tomato,"Dehradun, Uttarakhand",14.56,1357
2025-04-09,tomato,"Dehradun, Uttarakhand",19.89,1293
2025-04-16,tomato,"Dehradun, Uttarakhand",17.91,1196
2025-04-23,tomato,"Dehradun, Uttarakhand",17.2,317
2025-04-30,tomato,"Dehradun, Uttarakhand",18.5,543
2025-05-07,tomato,"Dehradun, Uttarakhand",19.2,578
2025-05-14,tomato,"Dehradun, Uttarakhand",17.94,1553
2025-05-21,tomato,"Dehradun, Uttarakhand",18.51,1157
2025-05-28,tomato,"Dehradun, Uttarakhand",20.34,1010
2025-06-04,tomato,"Dehradun, Uttarakhand",19.1,1359
2025-06-11,tomato,"Dehradun, Uttarakhand",16.71,411
2025-06-18,tomato,"Dehradun, Uttarakhand",22.73,996
2025-06-25,tomato,"Dehradun, Uttarakhand",17.36,1643
2025-07-02,tomato,"Dehradun, Uttarakhand",19.44,244
2025-07-09,tomato,"Dehradun, Uttarakhand",23.57,563
2025-07-16,tomato,"Dehradun, Uttarakhand",21.45,451
2025-07-23,tomato,"Dehradun, Uttarakhand",21.16,494
2025-07-30,tomato,"Dehradun, Uttarakhand",23.44,676
2025-08-06,tomato,"Dehradun, Uttarakhand",19.64,591
2025-08-13,tomato,"Dehradun, Uttarakhand",17.56,1546
2025-08-20,tomato,"Dehradun, Uttarakhand",16.05,804
2025-08-27,tomato,"Dehradun, Uttarakhand",17.1,1247
2025-09-03,tomato,"Dehradun, Uttarakhand",14.75,1052
2025-09-10,tomato,"Dehradun, Uttarakhand",17.86,201
2025-09-17,tomato,"Dehradun, Uttarakhand",16.38,372
2025-09-24,tomato,"Dehradun, Uttarakhand",14.74,1083
2025-10-01,tomato,"Dehradun, Uttarakhand",11.65,966
2025-10-08,tomato,"Dehradun, Uttarakhand",16.35,1299
2025-10-15,tomato,"Dehradun, Uttarakhand",14.07,325
2025-10-22,tomato,"Dehradun, Uttarakhand",12.04,610
2025-10-29,tomato,"Dehradun, Uttarakhand",15.89,291
2025-11-05,tomato,"Dehradun, Uttarakhand",12.07,1054
2025-11-12,tomato,"Dehradun, Uttarakhand",11.16,944
2025-11-19,tomato,"Dehradun, Uttarakhand",14.39,292
2025-11-26,tomato,"Dehradun, Uttarakhand",15.65,302
2025-12-03,tomato,"Dehradun, Uttarakhand",12.68,158
2025-12-10,tomato,"Dehradun, Uttarakhand",13.29,579
2025-12-17,tomato,"Dehradun, Uttarakhand",13.67,762
2025-12-24,tomato,"Dehradun, Uttarakhand",10.81,551
2025-12-31,tomato,"Dehradun, Uttarakhand",13.51,988
2026-01-07,tomato,"Dehradun, Uttarakhand",10.97,259
2026-01-14,tomato,"Dehradun, Uttarakhand",14.49,757
2026-01-21,tomato,"Dehradun, Uttarakhand",12.56,1137
2026-01-28,tomato,"Dehradun, Uttarakhand",12.21,299
2026-02-04,tomato,"Dehradun, Uttarakhand",13.42,270
2026-02-11,tomato,"Dehradun, Uttarakhand",15.07,857
2026-02-18,tomato,"Dehradun, Uttarakhand",15.4,1061
2026-02-25,tomato,"Dehradun, Uttarakhand",15.9,1139
2026-03-04,tomato,"Dehradun, Uttarakhand",17.98,592
2026-03-11,tomato,"Dehradun, Uttarakhand",17.04,862
2026-03-18,tomato,"Dehradun, Uttarakhand",18.61,584
2026-03-25,tomato,"Dehradun, Uttarakhand",13.93,1367
2026-04-01,tomato,"Dehradun, Uttarakhand",22.56,948
2026-04-08,tomato,"Dehradun, Uttarakhand",16.15,955
2026-04-15,tomato,"Dehradun, Uttarakhand",19.84,997
2026-04-22,tomato,"Dehradun, Uttarakhand",22.8,1668
2026-04-29,tomato,"Dehradun, Uttarakhand",22.48,418
2026-05-06,tomato,"Dehradun, Uttarakhand",23.73,1142
2026-05-13,tomato,"Dehradun, Uttarakhand",19.64,1323
2026-05-20,tomato,"Dehradun, Uttarakhand",22.96,1752
2026-05-27,tomato,"Dehradun, Uttarakhand",23.04,269
2026-06-03,tomato,"Dehradun, Uttarakhand",17.68,676
2026-06-10,tomato,"Dehradun, Uttarakhand",17.46,348
2026-06-17,tomato,"Dehradun, Uttarakhand",23.9,1073
2026-06-24,tomato,"Dehradun, Uttarakhand",22.54,1064
2026-07-01,tomato,"Dehradun, Uttarakhand",20.18,1353
2026-07-08,tomato,"Dehradun, Uttarakhand",17.41,1091
2026-07-15,tomato,"Dehradun, Uttarakhand",21.89,682
2026-07-22,tomato,"Dehradun, Uttarakhand",19.35,1051
2026-07-29,tomato,"Dehradun, Uttarakhand",18.47,1521
2025-01-01,potato,"Sonipat, Haryana",15.66,861
2025-01-08,potato,"Sonipat, Haryana",15.98,1563
2025-01-15,potato,"Sonipat, Haryana",16.14,347
2025-01-22,potato,"Sonipat, Haryana",16.21,1397
2025-01-29,potato,"Sonipat, Haryana",16.69,334
2025-02-05,potato,"Sonipat, Haryana",14.72,956
2025-02-12,potato,"Sonipat, Haryana",15.92,1239
2025-02-19,potato,"Sonipat, Haryana",15.47,1455
2025-02-26,potato,"Sonipat, Haryana",16.87,444
2025-03-05,potato,"Sonipat, Haryana",16.33,1352
2025-03-12,potato,"Sonipat, Haryana",14.64,1750
2025-03-19,potato,"Sonipat, Haryana",15.79,1481
2025-03-26,potato,"Sonipat, Haryana",16.42,507
2025-04-02,potato,"Sonipat, Haryana",13.47,1367
2025-04-09,potato,"Sonipat, Haryana",13.9,1521
2025-04-16,potato,"Sonipat, Haryana",15.38,267
2025-04-23,potato,"Sonipat, Haryana",15.5,622
2025-04-30,potato,"Sonipat, Haryana",13.34,1266
2025-05-07,potato,"Sonipat, Haryana",13.2,300
2025-05-14,potato,"Sonipat, Haryana",12.9,668
2025-05-21,potato,"Sonipat, Haryana",13.03,936
2025-05-28,potato,"Sonipat, Haryana",12.7,531
2025-06-04,potato,"Sonipat, Haryana",10.51,827
2025-06-11,potato,"Sonipat, Haryana",11.94,434
2025-06-18,potato,"Sonipat, Haryana",11.46,225
2025-06-25,potato,"Sonipat, Haryana",12.29,453
2025-07-02,potato,"Sonipat, Haryana",10.21,546
2025-07-09,potato,"Sonipat, Haryana",9.56,1105
2025-07-16,potato,"Sonipat, Haryana",11.02,719
2025-07-23,potato,"Sonipat, Haryana",11.15,911
2025-07-30,potato,"Sonipat, Haryana",10.14,484
2025-08-06,potato,"Sonipat, Haryana",9.71,852
2025-08-13,potato,"Sonipat, Haryana",9.43,225
2025-08-20,potato,"Sonipat, Haryana",9.64,639
2025-08-27,potato,"Sonipat, Haryana",10.7,324
2025-09-03,potato,"Sonipat, Haryana",10.98,1156
2025-09-10,potato,"Sonipat, Haryana",11.3,226
2025-09-17,potato,"Sonipat, Haryana",10.3,444
2025-09-24,potato,"Sonipat, Haryana",11.1,490
2025-10-01,potato,"Sonipat, Haryana",11.73,184
2025-10-08,potato,"Sonipat, Haryana",10.92,816
2025-10-15,potato,"Sonipat, Haryana",11.17,883
2025-10-22,potato,"Sonipat, Haryana",11.55,848
2025-10-29,potato,"Sonipat, Haryana",11.63,1053
2025-11-05,potato,"Sonipat, Haryana",12.51,1370
2025-11-12,potato,"Sonipat, Haryana",14.03,518
2025-11-19,potato,"Sonipat, Haryana",12.03,733
2025-11-26,potato,"Sonipat, Haryana",12.65,650
2025-12-03,potato,"Sonipat, Haryana",16.07,1507
2025-12-10,potato,"Sonipat, Haryana",16.42,227
2025-12-17,potato,"Sonipat, Haryana",15.55,1466
2025-12-24,potato,"Sonipat, Haryana",15.77,377
2025-12-31,potato,"Sonipat, Haryana",15.19,573
2026-01-07,potato,"Sonipat, Haryana",16.32,338
2026-01-14,potato,"Sonipat, Haryana",17.99,1368
2026-01-21,potato,"Sonipat, Haryana",15.04,1700
2026-01-28,potato,"Sonipat, Haryana",17.69,1065
2026-02-04,potato,"Sonipat, Haryana",17.54,855
2026-02-11,potato,"Sonipat, Haryana",18.48,387
2026-02-18,potato,"Sonipat, Haryana",15.52,466
2026-02-25,potato,"Sonipat, Haryana",17.99,371
2026-03-04,potato,"Sonipat, Haryana",16.69,931
2026-03-11,potato,"Sonipat, Haryana",18.01,617
2026-03-18,potato,"Sonipat, Haryana",15.71,741
2026-03-25,potato,"Sonipat, Haryana",17.51,1351
2026-04-01,potato,"Sonipat, Haryana",16.0,690
2026-04-08,potato,"Sonipat, Haryana",14.6,334
2026-04-15,potato,"Sonipat, Haryana",14.4,1365
2026-04-22,potato,"Sonipat, Haryana",15.59,452
2026-04-29,potato,"Sonipat, Haryana",14.31,906
2026-05-06,potato,"Sonipat, Haryana",13.39,896
2026-05-13,potato,"Sonipat, Haryana",14.93,469
2026-05-20,potato,"Sonipat, Haryana",13.15,544
2026-05-27,potato,"Sonipat, Haryana",12.65,404
2026-06-03,potato,"Sonipat, Haryana",12.43,1115
2026-06-10,potato,"Sonipat, Haryana",12.47,220
2026-06-17,potato,"Sonipat, Haryana",12.81,547
2026-06-24,potato,"Sonipat, Haryana",11.04,457
2026-07-01,potato,"Sonipat, Haryana",10.46,679
2026-07-08,potato,"Sonipat, Haryana",11.16,421
2026-07-15,potato,"Sonipat, Haryana",11.85,188
2026-07-22,potato,"Sonipat, Haryana",10.59,617
2026-07-29,potato,"Sonipat, Haryana",11.35,411
2025-01-01,potato,"Nashik, Maharashtra",14.55,1514
2025-01-08,potato,"Nashik, Maharashtra",13.61,262
2025-01-15,potato,"Nashik, Maharashtra",15.66,1797
2025-01-22,potato,"Nashik, Maharashtra",13.61,1545
2025-01-29,potato,"Nashik, Maharashtra",14.34,1240
2025-02-05,potato,"Nashik, Maharashtra",15.57,1196
2025-02-12,potato,"Nashik, Maharashtra",14.42,1570
2025-02-19,potato,"Nashik, Maharashtra",13.71,354
2025-02-26,potato,"Nashik, Maharashtra",16.4,970
2025-03-05,potato,"Nashik, Maharashtra",13.69,1674
2025-03-12,potato,"Nashik, Maharashtra",15.77,767
2025-03-19,potato,"Nashik, Maharashtra",13.46,972
2025-03-26,potato,"Nashik, Maharashtra",13.84,1150
2025-04-02,potato,"Nashik, Maharashtra",14.61,802
2025-04-09,potato,"Nashik, Maharashtra",12.45,1224
2025-04-16,potato,"Nashik, Maharashtra",12.85,539
2025-04-23,potato,"Nashik, Maharashtra",12.9,634
2025-04-30,potato,"Nashik, Maharashtra",14.83,275
2025-05-07,potato,"Nashik, Maharashtra",12.55,519
2025-05-14,potato,"Nashik, Maharashtra",11.77,735
2025-05-21,potato,"Nashik, Maharashtra",12.41,279
2025-05-28,potato,"Nashik, Maharashtra",11.75,378
2025-06-04,potato,"Nashik, Maharashtra",10.12,1181
2025-06-11,potato,"Nashik, Maharashtra",10.83,892
2025-06-18,potato,"Nashik, Maharashtra",11.44,1079
2025-06-25,potato,"Nashik, Maharashtra",11.85,1064
2025-07-02,potato,"Nashik, Maharashtra",9.41,711
2025-07-09,potato,"Nashik, Maharashtra",9.66,1086
2025-07-16,potato,"Nashik, Maharashtra",9.7,552
2025-07-23,potato,"Nashik, Maharashtra",9.08,481
2025-07-30,potato,"Nashik, Maharashtra",9.17,1069
2025-08-06,potato,"Nashik, Maharashtra",9.83,207
2025-08-13,potato,"Nashik, Maharashtra",10.23,666
2025-08-20,potato,"Nashik, Maharashtra",9.82,1124
2025-08-27,potato,"Nashik, Maharashtra",10.22,247
2025-09-03,potato,"Nashik, Maharashtra",10.07,428
2025-09-10,potato,"Nashik, Maharashtra",10.39,1090
2025-09-17,potato,"Nashik, Maharashtra",8.91,1171
2025-09-24,potato,"Nashik, Maharashtra",9.24,1018
2025-10-01,potato,"Nashik, Maharashtra",11.59,578
